,0
4886,0.88627654
4887,0.0
4888,0.0
4889,0.0
4890,0.003329738
4891,0.59326756
4892,0.003034079
4893,0.0
4894,3.4055724
4895,0.0
4896,0.0
4897,0.0
4898,0.016177682
4899,0.0
4900,0.014701622
4901,0.5267083
4902,0.0
4903,0.0
4904,0.0
4905,0.0
4906,0.0
4907,18.921535
4908,0.0
4909,0.0
4910,0.0
4911,1.6202128
4912,0.38295394
4913,0.0
4914,0.7504939
4915,0.0
4916,0.0
4917,0.0
4918,0.0
4919,0.42212126
4920,0.15407036
4921,0.0
4922,0.0
4923,0.0
4924,0.0
4925,0.0
4926,0.0
4927,0.0
4928,0.0
4929,0.0
4930,0.0
4931,0.0
4932,0.0
4933,0.0
4934,0.0
4935,0.0
4936,0.0
4937,0.0
4938,0.0
4939,0.5352847
4940,0.0
4941,0.0
4942,0.0
4943,0.005364828
4944,0.0
4945,0.0
4946,0.2921977
4947,0.0
4948,0.0
4949,0.0
4950,0.04117723
4951,0.033590242
4952,0.010043132
4953,0.0
4954,0.0
4955,0.0
4956,0.0
4957,0.0
4958,0.0
4959,0.0
4960,0.0
4961,0.0
4962,0.0
4963,0.0
4964,0.0
4965,0.0
4966,0.0
4967,0.0
4968,0.0
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.38440537
4974,0.0
4975,0.0
4976,0.0
4977,0.0
4978,0.0
4979,0.0
4980,0.12171897
4981,0.088124774
4982,0.0
4983,0.0
4984,0.0
4985,0.0
4986,0.0
4987,0.0
4988,0.004154817
4989,0.0
4990,3.2592082
4991,0.0
4992,0.013093231
4993,0.0
4994,0.0
4995,0.0
4996,0.0
4997,0.0
4998,0.0
4999,0.0
5000,0.0
5001,0.0
5002,0.0
5003,0.0
5004,0.0
5005,0.0
5006,0.0
5007,0.0
5008,0.0
5009,0.046050895
5010,0.0
5011,0.0
5012,0.0
5013,0.0
5014,1.0433965
5015,0.0
5016,0.0
5017,1.6772242
5018,0.0046520056
5019,0.0
5020,0.11896009
5021,0.0
5022,0.0
5023,0.0
5024,0.0
5025,0.0
5026,0.0
5027,0.0
5028,0.0
5029,0.0
5030,0.0
5031,0.0
5032,0.0
5033,0.14887115
5034,0.0
5035,0.0
5036,0.32102093
5037,0.0
5038,0.0
5039,0.050929263
5040,1.2915331
5041,0.6312208
5042,0.0
5043,0.0
5044,0.37019965
5045,0.0
5046,0.0
5047,0.0
5048,0.066730514
5049,0.010527489
5050,1.1964122
5051,0.018593859
5052,0.0
5053,0.0
5054,0.0
5055,0.0
5056,0.0
5057,1.4940991
5058,0.0
5059,0.0
5060,0.0
5061,0.0
5062,0.0
5063,0.0
5064,0.0
5065,0.0011403897
5066,0.0
5067,0.0
5068,0.0
5069,0.0
5070,0.0
5071,0.0
5072,0.0034476474
5073,2.9125564
5074,0.0
5075,0.0
5076,0.0
5077,0.008147462
5078,0.0
5079,0.0
5080,0.38704506
5081,0.36590233
5082,0.012146013
5083,0.04025529
5084,0.0
5085,0.0
5086,0.0
5087,0.0
5088,0.0
5089,0.0646176
5090,0.0
5091,0.0
5092,0.0
5093,0.0
5094,0.0
5095,0.0
5096,0.0
5097,0.0
5098,0.0
5099,0.37313578
5100,0.0
5101,0.0
5102,0.077777326
5103,0.0
5104,0.40932143
5105,0.0
5106,0.058738317
5107,0.1604405
5108,0.104588665
5109,0.0
5110,0.0
5111,1.7210783
5112,0.0
5113,0.0
5114,0.0
5115,0.0741248
5116,0.115998425
5117,0.0
5118,0.0
5119,0.0
5120,0.0
5121,0.0
5122,0.0
5123,0.0
5124,0.0
5125,0.0
5126,0.0
5127,0.0
5128,0.0
5129,0.0
5130,0.0
5131,0.0
5132,0.0
5133,6.6885295e-05
5134,0.0
5135,0.0
5136,0.0
5137,0.0
5138,0.015787847
5139,0.0
5140,0.0
5141,0.0
5142,0.0
5143,0.0
5144,0.0
5145,0.20838837
5146,0.0
5147,0.0
5148,0.0051566293
5149,0.16406377
5150,0.784681
5151,0.0
5152,0.0
5153,0.0
5154,0.0
5155,1.6395606
5156,0.0
5157,0.0
5158,0.0
5159,0.0
5160,0.0
5161,0.0
5162,0.0
5163,0.10464949
5164,0.0
5165,0.0
5166,0.0
5167,0.0
5168,0.0
5169,0.0
5170,0.0
5171,0.0
5172,0.0
5173,0.0
5174,0.0
5175,1.6738628
5176,0.0
5177,0.0
5178,0.0
5179,0.0
5180,0.0
5181,0.0
5182,0.013032931
5183,0.0
5184,0.8865086
5185,0.1391177
5186,0.6041177
5187,2.648668
5188,0.0
5189,0.49026164
5190,0.0045358394
5191,0.0
5192,0.0
5193,0.0
5194,0.0
5195,0.0
5196,0.0
5197,0.0
5198,0.0
5199,0.0
5200,0.0
5201,0.0
5202,1.4938446
5203,0.0
5204,0.0
5205,0.0
5206,0.0
5207,0.06277219
5208,0.0
5209,0.0
5210,0.0
5211,0.0
5212,0.0
5213,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5218,0.0
5219,0.0
5220,0.0
5221,0.0
5222,0.0
5223,0.0
5224,0.0
5225,0.0
5226,0.0010501021
5227,0.269072
5228,0.0
5229,0.0
5230,0.0
5231,0.0
5232,0.0
5233,0.0
5234,0.0
5235,0.0
5236,0.0
5237,0.0
5238,0.0
5239,0.0
5240,0.18752739
5241,0.0
5242,0.0
5243,0.0
5244,0.0
5245,0.4009902
5246,0.0
5247,3.798545
5248,4.080311
5249,0.116977155
5250,0.008916104
5251,0.0
5252,0.0
5253,0.0
5254,0.0
5255,0.0
5256,0.0
5257,0.0
5258,1.2057488
5259,0.0
5260,0.0
5261,0.0
5262,0.0
5263,0.0
5264,0.0
5265,0.0036297038
5266,0.0
5267,0.0
5268,0.0
5269,0.025814017
5270,0.0
5271,0.0
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,0.0
5277,0.0
5278,0.0
5279,0.0
5280,0.001160509
5281,0.0
5282,0.0
5283,4.2325271e-07
5284,0.0
5285,0.0
5286,0.0
5287,0.0
5288,0.0
5289,0.0
5290,0.0
5291,0.0
5292,0.0
5293,0.032609724
5294,0.054678224
5295,0.0
5296,0.0
5297,0.0
5298,0.0
5299,0.0
5300,0.0
5301,0.0
5302,0.0
5303,0.23092452
5304,0.0
5305,0.2801224
5306,0.119872324
5307,0.7031972
5308,0.0
5309,0.0
5310,0.0
5311,0.44126981
5312,0.0
5313,0.0
5314,0.0
5315,0.0
5316,0.16482864
5317,0.0
5318,0.0
5319,0.0
5320,0.0
5321,0.0
5322,0.0
5323,0.0
5324,0.0
5325,0.0
5326,0.0
5327,0.0
5328,0.51892185
5329,0.0
5330,0.08136254
5331,0.0
5332,0.87218416
5333,0.26178598
5334,0.0
5335,0.0
5336,0.0
5337,0.0
5338,0.0
5339,0.0
5340,0.0
5341,0.0
5342,0.0
5343,0.0
5344,0.0
5345,0.79959273
5346,0.008195635
5347,0.3662511
5348,0.0734905
5349,1.0450898
5350,0.0
5351,0.14757052
5352,0.3639464
5353,1.8764774
5354,0.0
5355,0.0
5356,0.0
5357,0.0
5358,0.0
5359,0.0
5360,0.19369584
5361,0.0
5362,0.0
5363,0.02894346
5364,0.0
5365,0.025640685
5366,0.0
5367,0.0
5368,0.023852404
5369,0.0
5370,0.008125928
5371,1.0006421
5372,1.438919
5373,0.0
5374,0.7008398
5375,0.06288882
5376,0.51240027
5377,0.37425074
5378,0.02721847
5379,0.0
5380,0.0
5381,0.0
5382,0.44835925
5383,0.0
5384,0.037529457
5385,0.0
5386,0.6079984
5387,0.0
5388,0.0
5389,0.034363043
5390,0.0
5391,0.0
5392,0.0
5393,0.0
5394,0.0
5395,0.0
5396,0.0
5397,0.0
5398,0.0
5399,0.47771376
5400,0.0
5401,0.0
5402,0.0
5403,0.0
5404,0.0041328575
5405,0.0
5406,0.0
5407,0.0
5408,0.0
5409,0.0
5410,0.0
5411,0.0
5412,0.0
5413,1.3281661
5414,0.0
5415,0.0
5416,0.0
5417,0.0
5418,0.0
5419,0.0
5420,0.0
5421,0.0
5422,0.0
5423,0.18023276
5424,0.0
5425,0.0
5426,0.0
5427,0.0
5428,0.0
5429,0.0
5430,0.0
5431,0.0
5432,0.0
5433,0.0
5434,0.006270644
5435,0.0
5436,0.0
5437,0.0
5438,0.0
5439,0.0
5440,0.0
5441,0.0
5442,0.0
5443,0.0
5444,0.0
5445,0.0
5446,0.0
5447,0.0
5448,0.0017247188
5449,0.0
5450,0.0
5451,0.0
5452,0.0
5453,0.25400808
5454,0.0
5455,0.0032340155
5456,0.0
5457,0.0
5458,0.0
5459,0.0
5460,0.0
5461,0.0
5462,0.0
5463,0.0
5464,0.0
5465,0.58113396
5466,0.0
5467,0.0
5468,0.07628603
5469,0.0
5470,0.0
5471,0.0
5472,0.0
5473,0.0
5474,0.08807293
5475,0.10186471
5476,0.35619164
5477,0.0024402044
5478,0.0
5479,0.0
5480,0.004000513
5481,0.0
5482,0.0
5483,0.0
5484,0.0
5485,0.04217232
5486,0.0
5487,0.0
5488,0.0
5489,0.0
5490,0.0
5491,0.0
5492,0.0
5493,0.0
5494,0.02009898
5495,0.12528913
5496,0.19627959
5497,0.0
5498,0.0
5499,0.0578428
5500,1.1955453
5501,0.0
5502,0.067406155
5503,0.24315393
5504,0.0
5505,0.0
5506,0.0037324312
5507,0.0
5508,0.0
5509,0.03479938
5510,0.0
5511,0.0
5512,0.0
5513,0.0
5514,0.0
5515,0.0
5516,0.0
5517,0.0
5518,0.95036775
5519,0.0
5520,0.0
5521,0.0
5522,0.0021601287
5523,0.58789814
5524,0.002883117
5525,0.0
5526,3.4738746
5527,0.0
5528,0.0
5529,0.0
5530,0.018344186
5531,0.0
5532,0.014162702
5533,0.49538478
5534,0.0
5535,0.0
5536,0.0
5537,0.0
5538,0.0
5539,19.612286
5540,0.0
5541,0.0
5542,0.0
5543,1.6345205
5544,0.36232805
5545,0.0
5546,0.6673476
5547,0.0
5548,0.0
5549,0.0
5550,0.0
5551,0.4371159
5552,0.16841173
5553,0.0
5554,0.0
5555,0.0
5556,0.0
5557,0.0
5558,0.0
5559,0.0
5560,0.0
5561,0.0
5562,0.0
5563,0.0
5564,0.0
5565,0.0
5566,0.0
5567,0.0
5568,0.0
5569,0.0
5570,0.0
5571,0.54981834
5572,0.0
5573,0.0
5574,0.0
5575,0.004472479
5576,0.0
5577,0.0
5578,0.23381476
5579,0.0
5580,0.0
5581,0.0
5582,0.03636626
5583,0.029317318
5584,0.006062242
5585,0.0
5586,0.0
5587,0.0
5588,0.0
5589,0.0
5590,0.0
5591,0.0
5592,0.0
5593,0.0
5594,0.0
5595,0.0
5596,0.0
5597,0.0
5598,0.0
5599,0.0
5600,0.0
5601,0.0
5602,0.0
5603,0.0
5604,0.0
5605,0.4087425
5606,0.0
5607,0.0
5608,0.0
5609,0.0
5610,0.0
5611,0.0
5612,0.10973798
5613,0.08215616
5614,0.0
5615,0.0
5616,0.0
5617,0.0
5618,0.0
5619,0.0
5620,0.00067494245
5621,0.0
5622,3.550653
5623,0.0
5624,0.01683736
5625,0.0
5626,0.0
5627,0.0
5628,0.0
5629,0.0
5630,0.0
5631,0.0
5632,0.0
5633,0.0
5634,0.0
5635,0.0
5636,0.0
5637,0.0
5638,0.0
5639,0.0
5640,0.0
5641,0.04402008
5642,0.0
5643,0.0
5644,0.0
5645,0.0
5646,1.0175514
5647,0.0
5648,0.0
5649,1.677365
5650,0.004125713
5651,0.0
5652,0.13162245
5653,0.0
5654,0.0
5655,0.0
5656,0.0
5657,0.0
5658,0.0
5659,0.0
5660,0.0
5661,0.0
5662,0.0
5663,0.0
5664,0.0
5665,0.14630616
5666,0.0
5667,0.0
5668,0.3492121
5669,0.0
5670,0.0
5671,0.04400968
5672,1.3487577
5673,0.5991369
5674,0.0
5675,0.0
5676,0.41808438
5677,0.0
5678,0.0
5679,0.0
5680,0.0732214
5681,0.0075779622
5682,1.0812525
5683,0.016765554
5684,0.0
5685,0.0
5686,0.0
5687,0.0
5688,0.0
5689,1.4534701
5690,0.0
5691,0.0
5692,0.0
5693,0.0
5694,0.0
5695,0.0
5696,0.0
5697,0.0021674258
5698,0.0
5699,0.0
5700,0.0
5701,0.0
5702,0.0
5703,0.0
5704,0.0025298598
5705,2.8923678
5706,0.0
5707,0.0
5708,0.0
5709,0.0062725996
5710,0.0
5711,0.0
5712,0.40921855
5713,0.3894239
5714,0.008861118
5715,0.048632354
5716,0.0
5717,0.0
5718,0.0
5719,0.0
5720,0.0
5721,0.062369652
5722,0.0
5723,0.0
5724,0.0
5725,0.0
5726,0.0
5727,0.0
5728,0.0
5729,0.0
5730,0.0
5731,0.34116665
5732,0.0
5733,0.0
5734,0.085551694
5735,0.0
5736,0.44246072
5737,0.0
5738,0.061313756
5739,0.14300704
5740,0.09348361
5741,0.0
5742,0.0
5743,1.6812686
5744,0.0
5745,0.0
5746,0.0
5747,0.07622886
5748,0.11708982
5749,0.0
5750,0.0
5751,0.0
5752,0.0
5753,0.0
5754,0.0
5755,0.0
5756,0.0
5757,0.0
5758,0.0
5759,0.0
5760,0.0
5761,0.0
5762,0.0
5763,0.0
5764,0.0
5765,0.0
5766,0.0
5767,0.0
5768,0.0
5769,0.0
5770,0.013373008
5771,0.0
5772,0.0
5773,0.0
5774,0.0
5775,0.0
5776,0.0
5777,0.22385398
5778,0.0
5779,0.0
5780,0.00810299
5781,0.1983255
5782,0.6958942
5783,0.0
5784,0.0
5785,0.0
5786,0.0
5787,1.627225
5788,0.0
5789,0.0
5790,0.0
5791,0.0
5792,0.0
5793,0.0
5794,0.0
5795,0.10843007
5796,0.0
5797,0.0
5798,0.0
5799,0.0
5800,0.0
5801,0.0
5802,0.0
5803,0.0
5804,0.0
5805,0.0
5806,0.0
5807,1.6233982
5808,0.0
5809,0.0
5810,0.0
5811,0.0
5812,0.0
5813,0.0
5814,0.015151646
5815,0.0
5816,0.8795041
5817,0.14312932
5818,0.57482743
5819,2.6144145
5820,0.0
5821,0.45897645
5822,0.0021771886
5823,0.0
5824,0.0
5825,0.0
5826,0.0
5827,0.0
5828,0.0
5829,0.0
5830,0.0
5831,0.0
5832,0.0
5833,0.0
5834,1.4921076
5835,0.0
5836,0.0
5837,0.0
5838,0.0
5839,0.06091963
5840,0.0
5841,0.0
5842,0.0
5843,0.0
5844,0.0
5845,0.0
5846,0.0
5847,0.0
5848,0.0
5849,0.0
5850,0.0
5851,0.0
5852,0.0
5853,0.0
5854,0.0
5855,0.0
5856,0.0
5857,0.0
5858,0.0008391983
5859,0.26819086
5860,0.0
5861,0.0
5862,0.0
5863,0.0
5864,0.0
5865,0.0
5866,0.0
5867,0.0
5868,0.0
5869,0.0
5870,0.0
5871,0.0
5872,0.18994649
5873,0.0
5874,0.0
5875,0.0
5876,0.0
5877,0.40010768
5878,0.0
5879,3.810028
5880,4.06085
5881,0.1270057
5882,0.009289498
5883,0.0
5884,0.0
5885,0.0
5886,0.0
5887,0.0
5888,0.0
5889,0.0
5890,1.2348137
5891,0.0
5892,0.0
5893,0.0
5894,0.0
5895,0.0
5896,0.0
5897,0.0035454344
5898,0.0
5899,0.0
5900,0.0
5901,0.02368619
5902,0.0
5903,0.0
5904,0.0
5905,0.0
5906,0.0
5907,0.0
5908,0.0
5909,0.0
5910,0.0
5911,0.0
5912,0.0011727886
5913,0.0
5914,0.0
5915,0.0006744608
5916,0.0
5917,0.0
5918,0.0
5919,0.0
5920,0.0
5921,0.0
5922,0.0
5923,0.0
5924,0.0
5925,0.033396114
5926,0.058516927
5927,0.0
5928,0.0
5929,0.0
5930,0.0
5931,0.0
5932,0.0
5933,0.0
5934,0.0
5935,0.2227639
5936,0.0
5937,0.28547683
5938,0.13549341
5939,0.69693893
5940,0.0
5941,0.0
5942,0.0
5943,0.464035
5944,0.0
5945,0.0
5946,0.0
5947,0.0
5948,0.16689561
5949,0.0
5950,0.0
5951,0.0
5952,0.0
5953,0.0
5954,0.0
5955,0.0
5956,0.0
5957,0.0
5958,0.0
5959,0.0
5960,0.5239076
5961,0.0
5962,0.07860277
5963,0.0
5964,0.85916126
5965,0.27239662
5966,0.0
5967,0.0
5968,0.0
5969,0.0
5970,0.0
5971,0.0
5972,0.0
5973,0.0
5974,0.0
5975,0.0
5976,0.0
5977,0.77657044
5978,0.01227627
5979,0.37671834
5980,0.062950395
5981,1.07255
5982,0.0
5983,0.15428285
5984,0.3527817
5985,1.8881018
5986,0.0
5987,0.0
5988,0.0
5989,0.0
5990,0.0
5991,0.0
5992,0.19816644
5993,0.0
5994,0.0
5995,0.03384787
5996,0.0
5997,0.026666459
5998,0.0
5999,0.0
6000,0.027228318
6001,0.0
6002,0.006721488
6003,1.0017633
6004,1.4236765
6005,0.0
6006,0.71256596
6007,0.058453877
6008,0.51113284
6009,0.36974075
6010,0.025394177
6011,0.0
6012,0.0
6013,0.0
6014,0.47027728
6015,0.0
6016,0.03781174
6017,0.0
6018,0.6044998
6019,0.0
6020,0.0
6021,0.031234147
6022,0.0
6023,0.0
6024,0.0
6025,0.0
6026,0.0
6027,0.0
6028,0.0
6029,0.0
6030,0.0
6031,0.4704361
6032,0.0
6033,0.0
6034,0.0
6035,0.0
6036,0.007352332
6037,0.0
6038,0.0
6039,0.0
6040,0.0
6041,0.0
6042,0.0
6043,0.0
6044,0.0
6045,1.3267814
6046,0.0
6047,0.0
6048,0.0
6049,0.0
6050,0.0
6051,0.0
6052,0.0
6053,0.0
6054,0.0
6055,0.20041326
6056,0.0
6057,0.0
6058,0.0
6059,0.0
6060,0.0
6061,0.0
6062,0.0
6063,0.0
6064,0.0
6065,0.0
6066,0.009103472
6067,0.0
6068,0.0
6069,0.0
6070,0.00018099853
6071,0.0
6072,0.0
6073,0.0
6074,0.0
6075,0.0
6076,0.0
6077,0.0
6078,0.0
6079,0.0
6080,0.001013786
6081,0.0
6082,0.0
6083,0.0
6084,0.0
6085,0.25116944
6086,0.0
6087,0.0034910713
6088,0.0
6089,0.0
6090,0.0
6091,0.0
6092,0.0
6093,0.0
6094,0.0
6095,0.0
6096,0.0
6097,0.5758131
6098,0.0
6099,0.0
6100,0.0593759
6101,0.0
6102,0.0
6103,0.0
6104,0.0
6105,0.0
6106,0.086075135
6107,0.10184824
6108,0.37062678
6109,0.0020774177
6110,0.0
6111,0.0
6112,0.002063958
6113,0.0
6114,0.0
6115,0.0
6116,0.0
6117,0.042179644
6118,0.0
6119,0.0
6120,0.0
6121,0.0
6122,0.0
6123,0.0
6124,0.0
6125,0.0
6126,0.01146695
6127,0.122623965
6128,0.2072073
6129,0.0
6130,0.0
6131,0.053987976
6132,1.2648808
6133,0.0
6134,0.067758605
6135,0.23184279
6136,0.0
6137,0.0
6138,0.004007628
6139,0.0
6140,0.0
6141,0.03342784
6142,0.0
6143,0.0
6144,0.0
6145,0.0
6146,0.0
6147,0.0
6148,0.0
6149,0.0
6150,1.0207905
6151,0.0
6152,0.0
6153,0.0
6154,0.0018089447
6155,0.5959561
6156,0.0033723318
6157,0.0
6158,3.5046914
6159,0.0
6160,0.0
6161,0.0
6162,0.021312274
6163,0.0
6164,0.015569428
6165,0.4761987
6166,0.0
6167,0.0
6168,0.0
6169,0.0
6170,0.0
6171,20.310282
6172,0.0
6173,0.0
6174,0.0
6175,1.6664548
6176,0.3502854
6177,0.0
6178,0.57791764
6179,0.0
6180,0.0
6181,0.0
6182,0.0
6183,0.46418533
6184,0.19326496
6185,0.0
6186,0.0
6187,0.0
6188,0.0
6189,0.0
6190,0.0
6191,0.0
6192,0.0
6193,0.0
6194,0.0
6195,0.0
6196,0.0
6197,0.0
6198,0.0
6199,0.0
6200,0.0
6201,0.0
6202,0.0
6203,0.5732598
6204,0.0
6205,0.0
6206,0.0
6207,0.004501796
6208,0.0
6209,0.0
6210,0.18323064
6211,0.0
6212,0.0
6213,0.0
6214,0.033586074
6215,0.027773708
6216,0.004894976
6217,0.0
6218,0.0
6219,0.0
6220,0.0
6221,0.0
6222,0.0
6223,0.0
6224,0.0
6225,0.0
6226,0.0
6227,0.0
6228,0.0
6229,0.0
6230,0.0
6231,0.0
6232,0.0
6233,0.0
6234,0.0
6235,0.0
6236,0.0
6237,0.44037712
6238,0.0
6239,0.0
6240,0.0
6241,0.0
6242,0.0
6243,0.0
6244,0.094696164
6245,0.07328638
6246,0.0
6247,0.0
6248,0.0
6249,0.0
6250,0.0
6251,0.0
6252,1.3934597e-06
6253,0.0
6254,3.8646142
6255,0.0
6256,0.017094279
6257,0.0
6258,0.0
6259,0.0
6260,0.0
6261,0.0
6262,0.0
6263,0.0
6264,0.0
6265,0.0
6266,0.0
6267,0.0
6268,0.0
6269,0.0
6270,0.0
6271,0.0
6272,0.0
6273,0.041608166
6274,0.0
6275,0.0
6276,0.0
6277,0.0
6278,0.98254806
6279,0.0
6280,0.0
6281,1.6668639
6282,0.0039463793
6283,0.0
6284,0.14711428
6285,0.0
6286,0.0
6287,0.0
6288,0.0
6289,0.0
6290,0.0
6291,0.0
6292,0.0
6293,0.0
6294,0.0
6295,0.0
6296,0.0
6297,0.1401396
6298,0.0
6299,0.0
6300,0.3793625
6301,0.0
6302,0.0
6303,0.03618382
6304,1.4015152
6305,0.5608395
6306,0.0
6307,0.0
6308,0.46817136
6309,0.0
6310,0.0
6311,0.0
6312,0.08351692
6313,0.004194576
6314,0.96923405
6315,0.017097695
6316,0.0
6317,0.0
6318,0.0
6319,0.0
6320,0.0
6321,1.4086695
6322,0.0
6323,0.0
6324,0.0
6325,0.0
6326,0.0
6327,0.0
6328,0.0
6329,0.0030222877
6330,0.0
6331,0.0
6332,0.0
6333,0.0
6334,0.0
6335,0.0
6336,0.0014718839
6337,2.8463335
6338,0.0
6339,0.0
6340,0.0
6341,0.005469378
6342,0.0
6343,0.0
6344,0.4242941
6345,0.40409786
6346,0.005658148
6347,0.05416002
6348,0.0
6349,0.0
6350,0.0
6351,0.0
6352,0.0
6353,0.05839271
6354,0.0
6355,0.0
6356,0.0
6357,0.0
6358,0.0
6359,0.0
6360,0.0
6361,0.0
6362,0.0
6363,0.31462038
6364,0.0
6365,0.0
6366,0.089231625
6367,0.0
6368,0.47007307
6369,0.0
6370,0.05983031
6371,0.12952287
6372,0.08540738
6373,0.0
6374,0.0
6375,1.6478606
6376,0.0
6377,0.0
6378,0.0
6379,0.077089354
6380,0.118927844
6381,0.0
6382,0.0
6383,0.0
6384,0.0
6385,0.0
6386,0.0
6387,0.0
6388,0.0
6389,0.0
6390,0.0
6391,0.0
6392,0.0
6393,0.0
6394,0.0
6395,0.0
6396,0.0
6397,0.0
6398,0.0
6399,0.0
6400,0.0
6401,0.0
6402,0.010395853
6403,0.0
6404,0.0
6405,0.0
6406,0.0
6407,0.0
6408,0.0
6409,0.23349324
6410,0.0
6411,0.0
6412,0.0109103145
6413,0.22801682
6414,0.61294717
6415,0.0
6416,0.0
6417,0.0
6418,0.0
6419,1.6212432
6420,0.0
6421,0.0
6422,0.0
6423,0.0
6424,0.0
6425,0.0
6426,0.0
6427,0.110552065
6428,0.0
6429,0.0
6430,0.0
6431,0.0
6432,0.0
6433,0.0
6434,0.0
6435,0.0
6436,0.0
6437,0.0
6438,0.0
6439,1.5793114
6440,0.0
6441,0.0
6442,0.0
6443,0.0
6444,0.0
6445,0.0
6446,0.017525615
6447,0.0
6448,0.8661581
6449,0.14928362
6450,0.5515156
6451,2.5941432
6452,0.0
6453,0.43138188
6454,0.0012604083
6455,0.0
6456,0.0
6457,0.0
6458,0.0
6459,0.0
6460,0.0
6461,0.0
6462,0.0
6463,0.0
6464,0.0
6465,0.0
6466,1.4789721
6467,0.0
6468,0.0
6469,0.0
6470,0.0
6471,0.059298985
6472,0.0
6473,0.0
6474,0.0
6475,0.0
6476,0.0
6477,0.0
6478,0.0
6479,0.0
6480,0.0
6481,0.0
6482,0.0
6483,0.0
6484,0.0
6485,0.0
6486,0.0
6487,0.0
6488,0.0
6489,0.0
6490,0.0004701833
6491,0.2615528
6492,0.0
6493,0.0
6494,0.0
6495,0.0
6496,0.0
6497,0.0
6498,0.0
6499,0.0
6500,0.0
6501,0.0
6502,0.0
6503,0.0
6504,0.18576536
6505,0.0
6506,0.0
6507,0.0
6508,0.0
6509,0.39424127
6510,0.0
6511,3.8039985
6512,4.026951
6513,0.13532859
6514,0.009084421
6515,0.0
6516,0.0
6517,0.0
6518,0.0
6519,0.0
6520,0.0
6521,0.0
6522,1.2525414
6523,0.0
6524,0.0
6525,0.0
6526,0.0
6527,0.0
6528,0.0
6529,0.0030490018
6530,0.0
6531,0.0
6532,0.0
6533,0.020989373
6534,0.0
6535,0.0
6536,0.0
6537,0.0
6538,0.0
6539,0.0
6540,0.0
6541,0.0
6542,0.0
6543,0.0
6544,0.0008293742
6545,0.0
6546,0.0
6547,0.001962737
6548,0.0
6549,0.0
6550,0.0
6551,0.0
6552,0.0
6553,0.0
6554,0.0
6555,0.0
6556,0.0
6557,0.032914504
6558,0.059980713
6559,0.0
6560,0.0
6561,0.0
6562,0.0
6563,0.0
6564,0.0
6565,0.0
6566,0.0
6567,0.21014246
6568,0.0
6569,0.2850417
6570,0.1493631
6571,0.68694955
6572,0.0
6573,0.0
6574,0.0
6575,0.48095977
6576,0.0
6577,0.0
6578,0.0
6579,0.0
6580,0.17251508
6581,0.0
6582,0.0
6583,0.0
6584,0.0
6585,0.0
6586,0.0
6587,0.0
6588,0.0
6589,0.0
6590,0.0
6591,0.0
6592,0.5237993
6593,0.0
6594,0.07853703
6595,0.0
6596,0.844505
6597,0.2791557
6598,0.0
6599,0.0
6600,0.0
6601,0.0
6602,0.0
6603,0.0
6604,0.0
6605,0.0
6606,0.0
6607,0.0
6608,0.0
6609,0.7579198
6610,0.016141742
6611,0.38357922
6612,0.055418145
6613,1.112381
6614,0.0
6615,0.15907316
6616,0.33247483
6617,1.8908057
6618,0.0
6619,0.0
6620,0.0
6621,0.0
6622,0.0
6623,0.0
6624,0.2053762
6625,0.0
6626,0.0
6627,0.03590785
6628,0.0
6629,0.025562242
6630,0.0
6631,0.0
6632,0.030133273
6633,0.0
6634,0.0049537495
6635,1.0118961
6636,1.4178634
6637,0.0
6638,0.7303527
6639,0.052136343
6640,0.50703
6641,0.35928547
6642,0.023210017
6643,0.0
6644,0.0
6645,0.0
6646,0.48394674
6647,0.0
6648,0.036541138
6649,0.0
6650,0.605671
6651,0.0
6652,0.0
6653,0.026880769
6654,0.0
6655,0.0
6656,0.0
6657,0.0
6658,0.0
6659,0.0
6660,0.0
6661,0.0
6662,0.0
6663,0.46422392
6664,0.0
6665,0.0
6666,0.0
6667,0.0
6668,0.010188887
6669,0.0
6670,0.0
6671,0.0
6672,0.0
6673,0.0
6674,0.0
6675,0.0
6676,0.0
6677,1.3307576
6678,0.0
6679,0.0
6680,0.0
6681,0.0
6682,0.0
6683,0.0
6684,0.0
6685,4.1211228e-05
6686,0.0
6687,0.2117856
6688,0.0
6689,0.0
6690,0.0
6691,0.0
6692,0.0
6693,0.0
6694,0.0
6695,0.0
6696,0.0
6697,0.0
6698,0.011490901
6699,0.0
6700,0.0
6701,0.0
6702,0.0005531887
6703,0.0
6704,0.0
6705,0.0
6706,0.0
6707,0.0
6708,0.0
6709,0.0
6710,0.0
6711,0.0
6712,0.00047549518
6713,0.0
6714,0.0
6715,0.0
6716,0.0
6717,0.2481679
6718,0.0
6719,0.0029402727
6720,0.0
6721,0.0
6722,0.0
6723,0.0
6724,0.0
6725,0.0
6726,0.0
6727,0.0
6728,0.0
6729,0.5688563
6730,0.0
6731,0.0
6732,0.044018418
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,0.0
6738,0.08143021
6739,0.10228866
6740,0.37773505
6741,0.0011649757
6742,0.0
6743,0.0
6744,0.0012135155
6745,0.0
6746,0.0
6747,0.0
6748,0.0
6749,0.03866898
6750,0.0
6751,0.0
