,0
5841,0.0
5842,0.0
5843,0.0
5844,0.0
5845,0.0
5846,0.0
5847,0.0
5848,0.0
5849,0.16746461
5850,0.22349307
5851,0.0019481215
5852,0.0
5853,0.0
5854,0.0
5855,0.016362002
5856,0.0
5857,0.30319634
5858,0.0
5859,0.01776283
5860,0.0
5861,0.03498275
5862,0.0
5863,0.00819407
5864,0.0
5865,0.0
5866,0.0
5867,0.007923038
5868,0.0
5869,0.0
5870,0.0
5871,0.0
5872,0.0
5873,0.0
5874,0.0
5875,0.0
5876,0.0
5877,0.0
5878,0.004283836
5879,0.30693972
5880,0.0
5881,0.0
5882,0.0
5883,0.0
5884,0.0
5885,0.0
5886,0.0
5887,0.0
5888,0.0
5889,0.0
5890,0.0
5891,0.0
5892,0.0
5893,0.0
5894,0.0
5895,0.0
5896,0.0
5897,0.0
5898,0.0
5899,0.0
5900,0.0
5901,0.0
5902,0.0
5903,0.0
5904,0.0
5905,0.0
5906,0.0
5907,0.0
5908,0.0
5909,0.0
5910,0.0
5911,0.0
5912,0.0
5913,0.0
5914,0.0
5915,0.0
5916,0.0
5917,0.0
5918,0.0
5919,0.0
5920,0.0
5921,0.0
5922,0.0
5923,0.0
5924,0.0
5925,0.9292182
5926,0.0
5927,0.0
5928,0.0
5929,0.0
5930,0.0
5931,0.0
5932,0.0
5933,0.0
5934,0.0
5935,0.0
5936,0.1222747
5937,0.439072
5938,0.28564286
5939,0.0
5940,0.0
5941,0.0
5942,0.0
5943,0.0
5944,0.9017676
5945,0.0
5946,0.0
5947,0.01880258
5948,0.046243746
5949,1.182058
5950,0.306047
5951,0.0
5952,0.0
5953,0.0
5954,0.0
5955,0.0
5956,0.0
5957,0.0
5958,0.0
5959,0.019931963
5960,0.0
5961,0.0
5962,0.0
5963,0.0
5964,0.0
5965,0.0
5966,0.35109708
5967,0.5524779
5968,0.0
5969,0.0
5970,0.0
5971,0.0
5972,0.0
5973,0.0
5974,0.0
5975,0.0
5976,0.0
5977,0.007797368
5978,0.0
5979,0.0
5980,0.0
5981,0.0
5982,0.0
5983,0.14813444
5984,0.0
5985,0.13877088
5986,1.0320748
5987,1.9231752
5988,1.52911
5989,0.0
5990,0.0
5991,0.42529982
5992,0.0
5993,0.0
5994,0.25759757
5995,0.0
5996,0.36447266
5997,0.0
5998,0.0152970785
5999,0.003929833
6000,0.0
6001,0.0
6002,0.32224712
6003,0.0
6004,0.0
6005,0.0
6006,2.1189835
6007,0.0
6008,0.0
6009,0.7978604
6010,0.0
6011,0.037193947
6012,0.07156187
6013,0.0070912805
6014,0.0
6015,0.0
6016,0.16999142
6017,0.022325661
6018,0.0
6019,0.0
6020,0.0
6021,0.0
6022,0.0
6023,0.0
6024,0.0
6025,0.0
6026,0.0
6027,0.0
6028,0.0
6029,0.0
6030,0.0
6031,0.0
6032,0.0
6033,0.0
6034,0.0
6035,0.0
6036,0.0
6037,0.0
6038,0.0
6039,0.0
6040,0.0
6041,0.0
6042,0.0
6043,0.0
6044,0.0
6045,0.0
6046,0.0
6047,0.0
6048,0.0
6049,0.0
6050,0.0
6051,0.0
6052,0.0
6053,1.7451205
6054,0.0
6055,0.21249597
6056,0.013458947
6057,0.0
6058,0.0
6059,0.0
6060,0.0
6061,0.0
6062,0.0
6063,0.0
6064,0.0
6065,0.0
6066,0.0
6067,0.0006971884
6068,0.0
6069,0.0
6070,0.0
6071,0.0
6072,0.0
6073,0.0
6074,0.0
6075,0.0
6076,0.03929782
6077,0.0
6078,0.0
6079,0.0
6080,0.0
6081,0.0
6082,0.0
6083,0.011529417
6084,0.0
6085,0.0
6086,0.0
6087,0.0
6088,1.3012629
6089,0.27663907
6090,0.0
6091,0.0
6092,0.0
6093,0.0
6094,0.0
6095,0.0
6096,0.0
6097,0.0
6098,0.0
6099,0.0
6100,0.0
6101,0.0
6102,0.0
6103,0.0
6104,0.0
6105,0.0
6106,0.0
6107,0.0
6108,0.025459865
6109,0.0
6110,0.0
6111,0.0
6112,0.0
6113,0.0
6114,0.0
6115,0.0
6116,0.0
6117,0.0
6118,0.0
6119,0.0141460635
6120,0.0
6121,0.00077976
6122,0.0
6123,0.12961347
6124,0.0
6125,0.0
6126,0.124165975
6127,0.0
6128,0.0
6129,0.0
6130,0.058603313
6131,0.033654913
6132,0.19999683
6133,0.0
6134,0.055824112
6135,0.23447546
6136,0.0
6137,0.42750573
6138,0.0
6139,0.21793856
6140,0.0
6141,0.0
6142,0.0
6143,0.0
6144,0.0
6145,0.0
6146,0.0
6147,0.0
6148,0.0
6149,0.0
6150,0.0
6151,0.0
6152,0.0
6153,0.0
6154,0.0
6155,0.0
6156,0.0
6157,0.0
6158,0.0
6159,0.0
6160,0.0
6161,0.0
6162,0.17385426
6163,0.0
6164,0.0
6165,0.0
6166,1.7098173
6167,0.0
6168,0.5903273
6169,0.45053387
6170,0.0
6171,13.196127
6172,0.0
6173,0.0
6174,0.0
6175,0.0
6176,0.0
6177,0.0
6178,0.0
6179,1.0787138
6180,1.4267424
6181,0.0
6182,0.0
6183,1.6877736
6184,0.0
6185,0.6440007
6186,0.0
6187,0.0
6188,0.0
6189,0.80919456
6190,0.0
6191,0.0
6192,0.0
6193,0.0
6194,0.0
6195,0.0
6196,0.0
6197,0.0
6198,0.0
6199,0.0
6200,0.0
6201,0.0
6202,0.0
6203,0.0
6204,0.27950272
6205,0.0
6206,0.0
6207,0.0
6208,0.0
6209,0.0
6210,0.0
6211,0.289831
6212,0.0
6213,0.0
6214,0.0
6215,0.0016581123
6216,0.0
6217,0.22580501
6218,1.249527
6219,0.0
6220,0.0
6221,0.0
6222,0.0
6223,1.087693
6224,0.0
6225,0.0
6226,0.0
6227,0.0
6228,0.0
6229,0.0
6230,0.0
6231,0.0
6232,0.0
6233,0.0
6234,0.0
6235,0.0
6236,0.0
6237,0.0
6238,0.0
6239,0.0
6240,0.0
6241,0.0
6242,0.0
6243,0.0
6244,0.0
6245,0.0
6246,0.0
6247,0.0
6248,0.0
6249,0.0
6250,0.0
6251,0.11452186
6252,0.0
6253,0.0
6254,0.0
6255,0.0
6256,0.0
6257,0.0
6258,0.0
6259,0.36084995
6260,0.0
6261,0.0
6262,0.20689014
6263,0.0
6264,0.0
6265,0.0
6266,2.2178364
6267,0.0206095
6268,1.6851737
6269,0.6674117
6270,0.0
6271,0.0
6272,0.0
6273,0.0
6274,0.0
6275,0.0
6276,0.0
6277,0.31353977
6278,0.0
6279,0.42786986
6280,1.8716458
6281,0.0
6282,0.0
6283,0.0
6284,0.0
6285,0.0
6286,0.0
6287,0.0
6288,0.0
6289,0.0
6290,0.0
6291,0.0
6292,0.0
6293,0.0
6294,0.0
6295,0.0
6296,0.40905964
6297,0.004698472
6298,0.0
6299,0.0
6300,0.0
6301,0.16438965
6302,0.0
6303,0.17098841
6304,0.5777995
6305,0.0
6306,0.0
6307,0.03991684
6308,0.0
6309,0.0
6310,0.0
6311,0.0
6312,0.0055879606
6313,1.330411
6314,0.0
6315,0.0
6316,0.0
6317,0.0
6318,0.0
6319,0.0
6320,0.0
6321,0.0005869628
6322,0.0
6323,0.15322095
6324,0.0
6325,0.0
6326,0.0
6327,0.0
6328,0.0
6329,0.0
6330,0.0
6331,0.0
6332,0.0
6333,0.0
6334,0.98232466
6335,1.6703635
6336,0.11515664
6337,0.7937252
6338,0.0
6339,0.0
6340,0.0
6341,0.0
6342,0.0
6343,0.26283023
6344,0.25622275
6345,0.0
6346,0.0
6347,0.0
6348,0.0
6349,0.0
6350,0.00082227186
6351,0.1589134
6352,0.0
6353,0.0
6354,0.0
6355,0.2886083
6356,0.0
6357,0.0
6358,0.0
6359,0.0
6360,2.1118727
6361,0.0
6362,0.0
6363,0.0
6364,0.07450057
6365,0.0
6366,0.0
6367,0.0
6368,0.0
6369,0.0
6370,0.14455982
6371,0.13229951
6372,0.0
6373,0.0
6374,0.0
6375,0.0
6376,0.0
6377,0.0
6378,0.0
6379,0.0
6380,0.0
6381,0.0
6382,0.0
6383,0.0
6384,0.0
6385,0.0
6386,0.0
6387,0.0
6388,0.0
6389,0.0
6390,0.025285851
6391,0.0
6392,0.0
6393,0.0
6394,0.0
6395,0.0
6396,0.0
6397,0.0
6398,0.0
6399,0.25866184
6400,0.0
6401,0.0
6402,0.022069039
6403,0.0
6404,0.0
6405,0.0
6406,0.48081023
6407,0.0
6408,0.0
6409,0.0
6410,0.0
6411,0.0
6412,0.091266096
6413,0.0
6414,0.0
6415,0.0
6416,0.0046936255
6417,0.0
6418,0.5214495
6419,0.20885266
6420,0.0
6421,0.0
6422,0.0
6423,0.0
6424,0.0
6425,0.0
6426,0.08590646
6427,0.0
6428,0.0
6429,0.0
6430,0.0
6431,0.0
6432,0.0
6433,0.0
6434,0.0
6435,0.0
6436,0.0
6437,0.0
6438,0.0
6439,0.0
6440,0.0
6441,0.7099933
6442,0.0
6443,0.0
6444,0.0
6445,0.0
6446,0.0
6447,0.0
6448,0.0
6449,0.0
6450,0.7286694
6451,3.27228
6452,1.0053678
6453,0.0
6454,0.0
6455,0.0
6456,0.0
6457,0.0
6458,0.0
6459,0.0
6460,0.0
6461,0.82297534
6462,0.0
6463,0.0
6464,3.133792e-06
6465,2.7648642
6466,0.780004
6467,1.604328
6468,0.0
6469,0.0
6470,0.0
6471,0.0
6472,0.0
6473,0.0
6474,0.0
6475,0.0
6476,0.0
6477,0.0
6478,0.0
6479,0.0
6480,0.0
6481,0.17651401
6482,0.2616857
6483,0.0013331927
6484,0.0
6485,0.0
6486,0.0
6487,0.016541967
6488,0.0
6489,0.30426162
6490,0.0
6491,0.012662104
6492,0.0
6493,0.022977123
6494,0.0
6495,0.009299056
6496,0.0
6497,0.0
6498,0.0
6499,0.007499818
6500,0.0
6501,0.0
6502,0.0
6503,0.0
6504,0.0
6505,0.0
6506,0.0
6507,0.0
6508,0.0
6509,0.0
6510,0.0024251416
6511,0.33157533
6512,0.0
6513,0.0
6514,0.0
6515,0.0
6516,0.0
6517,0.0
6518,0.0
6519,0.0
6520,0.0
6521,0.0
6522,0.0
6523,0.0
6524,0.0
6525,0.0
6526,0.0
6527,0.0
6528,0.0
6529,0.0
6530,0.0
6531,0.0
6532,0.0
6533,0.0
6534,0.0
6535,0.0
6536,0.0
6537,0.0
6538,0.0
6539,0.0
6540,0.0
6541,0.0
6542,0.0
6543,0.0
6544,0.0
6545,0.0
6546,0.0
6547,0.0
6548,0.0
6549,0.0
6550,0.0
6551,0.0
6552,0.0
6553,0.0
6554,0.0
6555,0.0
6556,0.0
6557,0.90181464
6558,0.0
6559,0.0
6560,0.0
6561,0.0
6562,0.0
6563,0.0
6564,0.0
6565,0.0
6566,0.0
6567,0.0
6568,0.11498382
6569,0.4786769
6570,0.25297293
6571,0.0
6572,0.0
6573,0.0
6574,0.0
6575,0.0
6576,0.9386015
6577,0.0
6578,0.0
6579,0.017960576
6580,0.040581547
6581,1.1248226
6582,0.2854144
6583,0.0
6584,0.0
6585,0.0
6586,0.0
6587,0.0
6588,0.0
6589,0.0
6590,0.0
6591,0.019065477
6592,0.0
6593,0.0
6594,0.0
6595,0.0
6596,0.0
6597,0.0
6598,0.35236058
6599,0.54384667
6600,0.0
6601,0.0
6602,0.0
6603,0.0
6604,0.0
6605,0.0
6606,0.0
6607,0.0
6608,0.0
6609,0.006002606
6610,0.0
6611,0.0
6612,0.0
6613,0.0
6614,0.0
6615,0.14188103
6616,0.0
6617,0.1258242
6618,1.0417445
6619,2.0603595
6620,1.6547455
6621,0.0
6622,0.0
6623,0.42140412
6624,0.0
6625,0.0
6626,0.2777872
6627,0.0
6628,0.33746228
6629,0.0
6630,0.012445645
6631,0.0049261884
6632,0.0
6633,0.0
6634,0.30860063
6635,0.0
6636,0.0
6637,0.0
6638,2.130436
6639,0.0
6640,0.0
6641,0.7945192
6642,0.0
6643,0.035073902
6644,0.06680413
6645,0.0050011827
6646,0.0
6647,0.0
6648,0.18024793
6649,0.015593566
6650,0.0
6651,0.0
6652,0.0
6653,0.0
6654,0.0
6655,0.0
6656,0.0
6657,0.0
6658,0.0
6659,0.0
6660,0.0
6661,0.0
6662,0.0
6663,0.0
6664,0.0
6665,0.0
6666,0.0
6667,0.0
6668,0.0
6669,0.0
6670,0.0
6671,0.0
6672,0.0
6673,0.0
6674,0.0
6675,0.0
6676,0.0
6677,0.0
6678,0.0
6679,0.0
6680,0.0
6681,0.0
6682,0.0
6683,0.0
6684,0.0
6685,1.783882
6686,0.0
6687,0.21989171
6688,0.009557799
6689,0.0
6690,0.0
6691,0.0
6692,0.0
6693,0.0
6694,0.0
6695,0.0
6696,0.0
6697,0.0
6698,0.0
6699,0.0014091241
6700,0.0
6701,0.0
6702,0.0
6703,0.0
6704,0.0
6705,0.0
6706,0.0
6707,0.0
6708,0.026484618
6709,0.0
6710,0.0
6711,0.0
6712,0.0
6713,0.0
6714,0.0
6715,0.007435258
6716,0.0
6717,0.0
6718,0.0
6719,0.0
6720,1.3040556
6721,0.2821178
6722,0.0
6723,0.0
6724,0.0
6725,0.0
6726,0.0
6727,0.0
6728,0.0
6729,0.0
6730,0.0
6731,0.0
6732,0.0
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,0.0
6738,0.0
6739,0.0
6740,0.017190075
6741,0.0
6742,0.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.0
6748,0.0
6749,0.0
6750,0.0
6751,0.019730804
6752,0.0
6753,0.0011886263
6754,0.0
6755,0.12278964
6756,0.0
6757,0.0
6758,0.1253441
6759,0.0
6760,0.0
6761,0.0
6762,0.059959494
6763,0.030672368
6764,0.22082147
6765,0.0
6766,0.049047753
6767,0.23668472
6768,0.0
6769,0.42896566
6770,0.0
6771,0.26947704
6772,0.0
6773,0.0
6774,0.0
6775,0.0
6776,0.0
6777,0.0
6778,0.0
6779,0.0
6780,0.0
6781,0.0
6782,0.0
6783,0.0
6784,0.0
6785,0.0
6786,0.0
6787,0.0
6788,0.0
6789,0.0
6790,0.0
6791,0.0
6792,0.0
6793,0.0
6794,0.17152262
6795,0.0
6796,0.0
6797,0.0
6798,1.695023
6799,0.0
6800,0.5567921
6801,0.36942557
6802,0.0
6803,13.02226
6804,0.0
6805,0.0
6806,0.0
6807,0.0
6808,0.0
6809,0.0
6810,0.0
6811,1.0128915
6812,1.3951347
6813,0.0
6814,0.0
6815,1.7090304
6816,0.0
6817,0.61497706
6818,0.0
6819,0.0
6820,0.0
6821,0.8170383
6822,0.0
6823,0.0
6824,0.0
6825,0.0
6826,0.0
6827,0.0
6828,0.0
6829,0.0
6830,0.0
6831,0.0
6832,0.0
6833,0.0
6834,0.0
6835,0.0
6836,0.25777298
6837,0.0
6838,0.0
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.2785608
6844,0.0
6845,0.0
6846,0.0
6847,0.00017519077
6848,0.0
6849,0.2399526
6850,1.2513654
6851,0.0
6852,0.0
6853,0.0
6854,0.0
6855,1.0332885
6856,0.0
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0
6871,0.0
6872,0.0
6873,0.0
6874,0.0
6875,0.0
6876,0.0
6877,0.0
6878,0.0
6879,0.0
6880,0.0
6881,0.0
6882,0.0
6883,0.11619394
6884,0.0
6885,0.0
6886,0.0
6887,0.0
6888,0.0
6889,0.0
6890,0.0
6891,0.3887025
6892,0.0
6893,0.0
6894,0.21078211
6895,0.0
6896,0.0
6897,0.0
6898,2.1260965
6899,0.023704004
6900,1.617125
6901,0.69834805
6902,0.0
6903,0.0
6904,0.0
6905,0.0
6906,0.0
6907,0.0
6908,0.0
6909,0.33222288
6910,0.0
6911,0.422781
6912,1.9575965
6913,0.0
6914,0.0
6915,0.0
6916,0.0
6917,0.0
6918,0.0
6919,0.0
6920,0.0
6921,0.0
6922,0.0
6923,0.0
6924,0.0
6925,0.0
6926,0.0
6927,0.0
6928,0.45086655
6929,0.0052465615
6930,0.0
6931,0.0
6932,0.0
6933,0.17471027
6934,0.0
6935,0.1599368
6936,0.61726785
6937,0.0
6938,0.0
6939,0.044252865
6940,0.0
6941,0.0
6942,0.0
6943,0.0
6944,0.005639446
6945,1.3232222
6946,0.0
6947,0.0
6948,0.0
6949,0.0
6950,0.0
6951,0.0
6952,0.0
6953,2.9078825e-05
6954,0.0
6955,0.12496215
6956,0.0
6957,0.0
6958,0.0
6959,0.0
6960,0.0
6961,0.0
6962,0.0
6963,0.0
6964,0.0
6965,0.0
6966,0.99624753
6967,1.6558855
6968,0.12797599
6969,0.78785604
6970,0.0
6971,0.0
6972,0.0
6973,0.0
6974,0.0
6975,0.268996
6976,0.26005855
6977,0.0
6978,0.0
6979,0.0
6980,0.0
6981,0.0
6982,0.00064597215
6983,0.16016227
6984,0.0
6985,0.0
6986,0.0
6987,0.27036124
6988,0.0
6989,0.0
6990,0.0
6991,0.0
6992,2.1091688
6993,0.0
6994,0.0
6995,0.0
6996,0.051261164
6997,0.0
6998,0.0
6999,0.0
7000,0.0
7001,0.0
7002,0.13590433
7003,0.11598369
7004,0.0
7005,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7015,0.0
7016,0.0
7017,0.0
7018,0.0
7019,0.0
7020,0.0
7021,0.0
7022,0.026612211
7023,0.0
7024,0.0
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.0
7030,0.0
7031,0.2643148
7032,0.0
7033,0.0
7034,0.022020252
7035,0.0
7036,0.0
7037,0.0
7038,0.48504886
7039,0.0
7040,0.0
7041,0.0
7042,0.0
7043,0.0
7044,0.09463068
7045,0.0
7046,0.0
7047,0.0
7048,0.0062698293
7049,0.0
7050,0.5339704
7051,0.20746754
7052,0.0
7053,0.0
7054,0.0
7055,0.0
7056,0.0
7057,0.0
7058,0.08066424
7059,0.0
7060,0.0
7061,0.0
7062,0.0
7063,0.0
7064,0.0
7065,0.0
7066,0.0
7067,0.0
7068,0.0
7069,0.0
7070,0.0
7071,0.0
7072,0.0
7073,0.7301288
7074,0.0
7075,0.0
7076,0.0
7077,0.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.72378784
7083,3.2469718
7084,0.964201
7085,0.0
7086,0.0
7087,0.0
7088,0.0
7089,0.0
7090,0.0
7091,0.0
7092,0.0
7093,0.7950849
7094,0.0
7095,0.0
7096,0.00012621577
7097,2.7172637
7098,0.7889455
7099,1.6067656
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.0
7111,0.0
7112,0.0
7113,0.18416202
7114,0.29096115
7115,0.0013401823
7116,0.0
7117,0.0
7118,0.0
7119,0.018798487
7120,0.0
7121,0.30069944
7122,0.0
7123,0.011543641
7124,0.0
7125,0.017341051
7126,0.0
7127,0.011689594
7128,0.0
7129,0.0
7130,0.0
7131,0.0073942263
7132,0.0
7133,0.0
7134,0.0
7135,0.0
7136,0.0
7137,0.0
7138,0.0
7139,0.0
7140,0.0
7141,0.0
7142,0.0016311307
7143,0.35153705
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,0.0
7159,0.0
7160,0.0
7161,0.0
7162,0.0
7163,0.0
7164,0.0
7165,0.0
7166,0.0
7167,0.0
7168,0.0
7169,0.0
7170,0.0
7171,0.0
7172,0.0
7173,0.0
7174,0.0
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7179,0.0
7180,0.0
7181,0.0
7182,0.0
7183,0.0
7184,0.0
7185,0.0
7186,0.0
7187,0.0
7188,0.0
7189,0.8853553
7190,0.0
7191,0.0
7192,0.0
7193,0.0
7194,0.0
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,0.0
7200,0.11396531
7201,0.5165932
7202,0.23193562
7203,0.0
7204,0.0
7205,0.0
7206,0.0
7207,0.0
7208,0.9802099
7209,0.0
7210,0.0
7211,0.015802562
7212,0.0407387
7213,1.0920749
7214,0.27250746
7215,0.0
7216,0.0
7217,0.0
7218,0.0
7219,0.0
7220,0.0
7221,0.0
7222,0.0
7223,0.018535445
7224,0.0
7225,0.0
7226,0.0
7227,0.0
7228,0.0
7229,0.0
7230,0.3405643
7231,0.53623307
7232,0.0
7233,0.0
7234,0.0
7235,0.0
7236,0.0
7237,0.0
7238,0.0
7239,0.0
7240,0.0
7241,0.004660156
7242,0.0
7243,0.0
7244,0.0
7245,0.0
7246,0.0
7247,0.13743855
7248,0.0
7249,0.12092419
7250,1.0329992
7251,2.1637979
7252,1.7442206
7253,0.0
7254,0.0
7255,0.416128
7256,0.0
7257,0.0
7258,0.30408916
7259,0.0
7260,0.32348752
7261,0.0
7262,0.01260431
7263,0.007925004
7264,0.0
7265,0.0
7266,0.3116007
7267,0.0
7268,0.0
7269,0.0
7270,2.1375415
7271,0.0
7272,0.0
7273,0.79229623
7274,0.0
7275,0.03429467
7276,0.06357912
7277,0.0034447773
7278,0.0
7279,0.0
7280,0.19062704
7281,0.013441897
7282,0.0
7283,0.0
7284,0.0
7285,0.0
7286,0.0
7287,0.0
7288,0.0
7289,0.0
7290,0.0
7291,0.0
7292,0.0
7293,0.0
7294,0.0
7295,0.0
7296,0.0
7297,0.0
7298,0.0
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,0.0
7304,0.0
7305,0.0
7306,0.0
7307,0.0
7308,0.0
7309,0.0
7310,0.0
7311,0.0
7312,0.0
7313,0.0
7314,0.0
7315,0.0
7316,0.0
7317,1.824081
7318,0.0
7319,0.2269747
7320,0.00848377
7321,0.0
7322,0.0
7323,0.0
7324,0.0
7325,0.0
7326,0.0
7327,0.0
7328,0.0
7329,0.0
7330,0.0
7331,0.0015804947
7332,0.0
7333,0.0
7334,0.0
7335,0.0
7336,0.0
7337,0.0
7338,0.0
7339,0.0
7340,0.016220242
7341,0.0
7342,0.0
7343,0.0
7344,0.0
7345,0.0
7346,0.0
7347,0.0045121745
7348,0.0
7349,0.0
7350,0.0
7351,0.0
7352,1.2820377
7353,0.28537956
7354,0.0
7355,0.0
7356,0.0
7357,0.0
7358,0.0
7359,0.0
7360,0.0
7361,0.0
7362,0.0
7363,0.0
7364,0.0
7365,0.0
7366,0.0
7367,0.0
7368,0.0
7369,0.0
7370,0.0
7371,0.0
7372,0.012113093
7373,0.0
7374,0.0
7375,0.0
7376,0.0
7377,0.0
7378,0.0
7379,0.0
7380,0.0
7381,0.0
7382,0.0
7383,0.023519468
7384,0.0
7385,0.002224714
7386,0.0
7387,0.11616935
7388,0.0
7389,0.0
7390,0.124935575
7391,0.0
7392,0.0
7393,0.0
7394,0.064995654
7395,0.029484255
7396,0.23964821
7397,0.0
7398,0.043143705
7399,0.23468335
7400,0.0
7401,0.43682426
7402,0.0
7403,0.30965686
7404,0.0
7405,0.0
7406,0.0
7407,0.0
7408,0.0
7409,0.0
7410,0.0
7411,0.0
7412,0.0
7413,0.0
7414,0.0
7415,0.0
7416,0.0
7417,0.0
7418,0.0
7419,0.0
7420,0.0
7421,0.0
7422,0.0
7423,0.0
7424,0.0
7425,0.0
7426,0.17045644
7427,0.0
7428,0.0
7429,0.0
7430,1.6886675
7431,0.0
7432,0.5469675
7433,0.31569505
7434,0.0
7435,12.9805
7436,0.0
7437,0.0
7438,0.0
7439,0.0
7440,0.0
7441,0.0
7442,0.0
7443,1.0024161
7444,1.3848702
7445,0.0
7446,0.0
7447,1.7233574
7448,0.0
7449,0.5858517
7450,0.0
7451,0.0
7452,0.0
7453,0.82355267
7454,0.0
7455,0.0
7456,0.0
7457,0.0
7458,0.0
7459,0.0
7460,0.0
7461,0.0
7462,0.0
7463,0.0
7464,0.0
7465,0.0
7466,0.0
7467,0.0
7468,0.24132822
7469,0.0
7470,0.0
7471,0.0
7472,0.0
7473,0.0
7474,0.0
7475,0.27599445
7476,0.0
7477,0.0
7478,0.0
7479,0.00026821444
7480,0.0
7481,0.24944712
7482,1.252754
7483,0.0
7484,0.0
7485,0.0
7486,0.0
7487,1.0335674
7488,0.0
7489,0.0
7490,0.0
7491,0.0
7492,0.0
7493,0.0
7494,0.0
7495,0.0
7496,0.0
7497,0.0
7498,0.0
7499,0.0
7500,0.0
7501,0.0
7502,0.0
7503,0.0
7504,0.0
7505,0.0
7506,0.0
7507,0.0
7508,0.0
7509,0.0
7510,0.0
7511,0.0
7512,0.0
7513,0.0
7514,0.0
7515,0.12118286
7516,0.0
7517,0.0
7518,0.0
7519,0.0
7520,0.0
7521,0.0
7522,0.0
7523,0.41032806
7524,0.0
7525,0.0
7526,0.2112954
7527,0.0
7528,0.0
7529,0.0
7530,2.105216
7531,0.023845674
7532,1.6095376
7533,0.69200736
7534,0.0
7535,0.0
7536,0.0
7537,0.0
7538,0.0
7539,0.0
7540,0.0
7541,0.34182993
7542,0.0
7543,0.41782394
7544,2.0356321
7545,0.0
7546,0.0
7547,0.0
7548,0.0
7549,0.0
7550,0.0
7551,0.0
7552,0.0
7553,0.0
7554,0.0
7555,0.0
7556,0.0
7557,0.0
7558,0.0
7559,0.0
7560,0.48028344
7561,0.0069494196
7562,0.0
7563,0.0
7564,0.0
7565,0.18207134
7566,0.0
7567,0.15481599
7568,0.6590307
7569,0.0
7570,0.0
7571,0.05103947
7572,0.0
7573,0.0
7574,0.0
7575,0.0
7576,0.004733076
7577,1.3185228
7578,0.0
7579,0.0
7580,0.0
7581,0.0
7582,0.0
7583,0.0
7584,0.0
7585,0.0
7586,0.0
7587,0.09866645
7588,0.0
7589,0.0
7590,0.0
7591,0.0
7592,0.0
7593,0.0
7594,0.0
7595,0.0
7596,0.0
7597,0.0
7598,1.006145
7599,1.6384273
7600,0.1411981
7601,0.7804613
7602,0.0
7603,0.0
7604,0.0
7605,0.0
7606,0.0
7607,0.27513623
7608,0.264888
7609,0.0
7610,0.0
7611,0.0
7612,0.0
7613,0.0
7614,0.00046773723
7615,0.16044705
7616,0.0
7617,0.0
7618,0.0
7619,0.25534078
7620,0.0
7621,0.0
7622,0.0
7623,0.0
7624,2.1092417
7625,0.0
7626,0.0
7627,0.0
7628,0.03470387
7629,0.0
7630,0.0
7631,0.0
7632,0.0
7633,0.0
7634,0.12734601
7635,0.10199568
7636,0.0
7637,0.0
7638,0.0
7639,0.0
7640,0.0
7641,0.0
7642,0.0
7643,0.0
7644,0.0
7645,0.0
7646,0.0
7647,0.0
7648,0.0
7649,0.0
7650,0.0
7651,0.0
7652,0.0
7653,0.0
7654,0.028741753
7655,0.0
7656,0.0
7657,0.0
7658,0.0
7659,0.0
7660,0.0
7661,0.0
7662,0.0
7663,0.2673254
7664,0.0
7665,0.0
7666,0.021952983
7667,0.0
7668,0.0
7669,0.0
7670,0.49046504
7671,0.0
7672,0.0
7673,0.0
7674,0.0
7675,0.0
7676,0.09999205
7677,0.0
7678,0.0
7679,0.0
7680,0.008197207
7681,0.0
7682,0.5466755
7683,0.20493826
7684,0.0
7685,0.0
7686,0.0
7687,0.0
7688,0.0
7689,0.0
7690,0.07546334
7691,0.0
7692,0.0
7693,0.0
7694,0.0
7695,0.0
7696,0.0
7697,0.0
7698,0.0
7699,0.0
7700,0.0
7701,0.0
7702,0.0
7703,0.0
7704,0.0
7705,0.7526792
7706,0.0
7707,0.0
7708,0.0
7709,0.0
7710,0.0
7711,0.0
7712,0.0
7713,0.0
7714,0.7193818
7715,3.2199352
7716,0.9246681
7717,0.0
7718,0.0
7719,0.0
7720,0.0
7721,0.0
7722,0.0
7723,0.0
7724,0.0
7725,0.76510274
7726,0.0
7727,0.0
7728,6.567885e-05
